,0
5829,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
5830,It twists and squirms through the ground. The thunderous roar of its tunneling echoes a long way.
5831,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
5832,Burrows at high speed in search of food. The tunnels it leaves are used as homes by DIGLETTs.
5833,Its actual body is a rock that isn’t particularly hard. Glalie absorbs moisture from the air and drapes itself in an armor of ice.
5834,"Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While they’re in that frozen state, it gobbles them up."
5835,"It freezes its prey and chews them whole. However, it prefers to eat Pokémon like Vanillite that are already frozen."
5836,"To protect itself, it clad its body in an armor of ice, made by freezing moisture in the air."
5837,"To protect itself, it clads its body in an armor of ice, made by freezing moisture in the air."
5838,It can instantly freeze moisture in the atmosphere. It uses this power to freeze its foes.
5839,"When it spews stupendously cold air from its broken mouth, the entire area around it gets whited out."
5840,"It has a body of ice that won’t melt, even with fire. It can instantly freeze moisture in the atmosphere."
5841,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires."
5842,It prevents prey from escaping by instantaneously freezing moisture in the air.
5843,"Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires."
5844,"Legend says a boulder on an icy mountain absorbed the distress and regrets of a stranded mountaineer, giving rise to Glalie."
5845,"The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards."
5846,"It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so it’s unable to eat them."
5847,The power of Mega Evolution was so strong that it smashed Glalie’s jaw. Its inability to eat very well leaves Glalie irritated.
5848,A GLALIE has the power to instantaneously freeze moisture in the atmosphere. A dazzling cloud of diamondlike ice crystals forms around its body.
5849,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion."
5850,"GLALIE has the ability to freely control ice. For example, it can instantly freeze its foe solid. After immobilizing its foe in ice, this POKéMON enjoys eating it in leisurely fashion."
5851,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
5852,Its programming was modified to enable work in alien dimensions. It did not work as planned.
5853,"Its behavior is noticeably unstable, which is apparently due to the incompetence of the engineer who updated its programming."
5854,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
5855,"In order to create a more advanced Pokémon, an additional program was installed, but apparently it contained a defect that makes it move oddly."
5856,"Its program was modified to facilitate extra-dimensional activities, but that led to noticeably strange behavior."
5857,"A faulty update was added to its programming. Its behavior is noticeably strange, so the experiment may have been a failure."
5858,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
5859,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack."
5860,"An Aurorus was found frozen solid within a glacier, just as it appeared long ago, which became quite a big event in the news."
5861,This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit.
5862,"The fragrance of the garland on its head has a relaxing effect, but taking care of it is very difficult."
5863,"As soon as it finds a male to be its partner, the beautiful flower on its head darkens, droops, and withers away."
5864,The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it.
5865,"It’s well liked by other Pokémon because of its beauty. The flower on its head needs constant care, or it will soon wither and rot."
5866,"No matter how much time and money is spent raising it, its flowers are the most beautiful when they bloom in the wild."
5867,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
5868,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.
5869,Many famous songs have been inspired by the melodies that Meloetta plays.
5870,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.
5871,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
5872,Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.
5873,Its eyes can see 360 degrees without moving its head. It won’t miss prey--even those behind it.
5874,It can see 360 degrees without moving its eyes. It is a great flier capable of making sudden stops and turning midair to quickly chase down targeted prey.
